InvoiceNo,InvoiceDate,CustomerID,Country,StockCode,Description,Quantity,UnitPrice
INV-0350-008,2025-08-08,C0350,USA,SKU-319,Water Bottle,1,32.63
INV-0350-009,2025-04-26,C0350,India,SKU-769,Desk Organizer,4,18.75
INV-0350-010,2025-06-10,C0350,India,SKU-747,Notebook Pack,4,21.15
INV-0350-011,2025-05-03,C0350,Germany,SKU-256,Coffee Beans 500g,4,18.82
INV-0350-012,2025-08-03,C0350,USA,SKU-783,LED Bulb,4,22.22
INV-0350-013,2025-01-31,C0350,USA,SKU-826,Phone Case,5,18.97
INV-0351-001,2025-10-14,C0351,USA,SKU-611,LED Bulb,5,71.6
INV-0351-002,2025-03-24,C0351,India,SKU-820,Water Bottle,4,110.39
INV-0351-003,2025-06-10,C0351,India,SKU-690,Water Bottle,5,93.94
INV-0351-004,2025-04-26,C0351,India,SKU-614,Cotton T-Shirt,2,69.96
INV-0351-005,2025-08-08,C0351,United Kingdom,SKU-496,Desk Organizer,2,221.0
INV-0351-006,2025-09-21,C0351,Germany,SKU-758,Water Bottle,5,87.26
INV-0351-007,2025-11-09,C0351,United Kingdom,SKU-674,Notebook Pack,5,25.88
INV-0351-008,2025-02-25,C0351,India,SKU-126,Backpack,1,150.18
INV-0351-009,2025-04-27,C0351,India,SKU-862,Coffee Beans 500g,3,130.58
INV-0351-010,2025-05-19,C0351,United Kingdom,SKU-274,Wireless Mouse,5,44.17
INV-0351-011,2025-04-02,C0351,United Kingdom,SKU-644,Wireless Mouse,1,286.17
INV-0351-012,2025-11-20,C0351,United Kingdom,SKU-263,LED Bulb,4,35.29
INV-0351-013,2025-02-17,C0351,India,SKU-742,Desk Organizer,3,93.91
INV-0351-014,2025-03-18,C0351,India,SKU-267,LED Bulb,2,99.18
INV-0351-015,2025-08-26,C0351,United Kingdom,SKU-676,Phone Case,5,32.45
INV-0351-016,2025-05-22,C0351,USA,SKU-596,Backpack,1,291.32
INV-0352-001,2024-09-23,C0352,India,SKU-354,LED Bulb,2,62.22
INV-0352-002,2025-02-09,C0352,United Kingdom,SKU-188,Water Bottle,2,76.4
INV-0352-003,2025-05-03,C0352,United Kingdom,SKU-743,LED Bulb,2,97.54
INV-0352-004,2024-11-17,C0352,India,SKU-559,Desk Organizer,3,27.55
INV-0353-001,2025-09-03,C0353,India,SKU-948,Cotton T-Shirt,2,8.43
INV-0353-002,2025-03-11,C0353,USA,SKU-189,Coffee Beans 500g,4,4.25
INV-0353-003,2025-07-01,C0353,India,SKU-227,Water Bottle,5,4.82
INV-0353-004,2025-05-03,C0353,India,SKU-113,Desk Organizer,4,4.09
INV-0354-001,2025-08-14,C0354,USA,SKU-389,Phone Case,1,192.03
INV-0354-002,2025-02-19,C0354,India,SKU-716,Coffee Beans 500g,4,56.24
INV-0354-003,2025-06-22,C0354,United Kingdom,SKU-470,Cotton T-Shirt,3,77.73
INV-0354-004,2025-08-22,C0354,India,SKU-599,Cotton T-Shirt,3,57.16
INV-0354-005,2025-09-10,C0354,USA,SKU-787,Cotton T-Shirt,5,38.42
INV-0354-006,2025-11-21,C0354,United Kingdom,SKU-153,Backpack,1,80.59
INV-0354-007,2025-05-09,C0354,India,SKU-949,Phone Case,5,22.26
INV-0354-008,2025-06-04,C0354,India,SKU-953,Water Bottle,1,188.96
INV-0354-009,2025-05-04,C0354,United Kingdom,SKU-343,Water Bottle,3,30.58
INV-0354-010,2025-04-21,C0354,India,SKU-792,Wireless Mouse,5,16.5
INV-0354-011,2025-07-27,C0354,USA,SKU-474,Coffee Beans 500g,5,30.07
INV-0354-012,2025-06-11,C0354,United Kingdom,SKU-927,Coffee Beans 500g,2,76.54
INV-0354-013,2025-12-02,C0354,India,SKU-597,Coffee Beans 500g,2,70.32
INV-0355-001,2025-06-22,C0355,India,SKU-338,Coffee Beans 500g,1,21.15
INV-0355-002,2025-05-14,C0355,India,SKU-511,LED Bulb,1,24.69
INV-0355-003,2025-09-04,C0355,India,SKU-320,Cotton T-Shirt,1,31.56
INV-0356-001,2024-12-24,C0356,USA,SKU-628,Phone Case,2,3.81
INV-0356-002,2024-11-07,C0356,India,SKU-756,Water Bottle,5,3.66
INV-0357-001,2025-01-23,C0357,United Kingdom,SKU-506,Cotton T-Shirt,5,6.52
INV-0357-002,2025-08-13,C0357,India,SKU-935,Cotton T-Shirt,1,24.53
INV-0357-003,2025-05-16,C0357,United Kingdom,SKU-245,Backpack,1,21.46
INV-0357-004,2025-06-13,C0357,India,SKU-563,Water Bottle,1,30.67
INV-0357-005,2025-07-18,C0357,USA,SKU-588,Desk Organizer,4,4.07
INV-0357-006,2025-11-13,C0357,India,SKU-448,Cotton T-Shirt,4,7.52
INV-0358-001,2025-07-28,C0358,United Kingdom,SKU-649,Coffee Beans 500g,5,83.06
INV-0358-002,2025-06-23,C0358,India,SKU-696,Backpack,5,67.03
INV-0358-003,2025-05-05,C0358,India,SKU-276,Cotton T-Shirt,4,126.99
INV-0358-004,2025-02-17,C0358,USA,SKU-140,Yoga Mat,2,177.39
INV-0358-005,2025-05-26,C0358,India,SKU-709,Water Bottle,5,37.52
INV-0358-006,2025-05-20,C0358,USA,SKU-903,Wireless Mouse,3,87.18
INV-0358-007,2025-03-04,C0358,India,SKU-280,Water Bottle,2,236.07
INV-0358-008,2025-05-26,C0358,Germany,SKU-424,Cotton T-Shirt,2,165.36
INV-0358-009,2025-07-30,C0358,India,SKU-867,Notebook Pack,3,130.33
INV-0358-010,2025-04-17,C0358,India,SKU-368,Desk Organizer,3,193.75
INV-0358-011,2025-11-17,C0358,India,SKU-382,Phone Case,4,55.45
INV-0358-012,2025-07-18,C0358,India,SKU-101,Yoga Mat,4,75.32
INV-0358-013,2025-03-13,C0358,USA,SKU-273,Yoga Mat,4,143.71
INV-0358-014,2025-04-09,C0358,United Kingdom,SKU-932,Cotton T-Shirt,3,196.18
INV-0358-015,2025-07-01,C0358,USA,SKU-658,Backpack,4,64.62
INV-0358-016,2025-07-01,C0358,USA,SKU-113,Yoga Mat,1,191.56
INV-0358-017,2025-05-23,C0358,USA,SKU-738,LED Bulb,4,92.46
INV-0358-018,2025-02-22,C0358,India,SKU-196,LED Bulb,5,61.84
INV-0358-019,2025-11-12,C0358,India,SKU-812,Water Bottle,4,54.06
INV-0358-020,2025-06-02,C0358,India,SKU-449,Water Bottle,3,86.78
INV-0358-021,2025-03-15,C0358,India,SKU-464,Backpack,2,217.21
INV-0358-022,2025-02-24,C0358,USA,SKU-995,Backpack,4,121.51
INV-0358-023,2025-04-22,C0358,India,SKU-234,Backpack,2,85.16
INV-0358-024,2025-04-30,C0358,India,SKU-992,LED Bulb,4,56.62
INV-0358-025,2025-03-24,C0358,India,SKU-206,Yoga Mat,1,431.54
INV-0358-026,2025-11-18,C0358,India,SKU-679,LED Bulb,2,176.09
INV-0358-027,2025-09-29,C0358,United Kingdom,SKU-571,LED Bulb,4,139.71
INV-0359-001,2025-06-06,C0359,India,SKU-922,Wireless Mouse,1,202.53
INV-0359-002,2024-12-01,C0359,United Kingdom,SKU-194,Yoga Mat,3,85.36
INV-0359-003,2025-04-04,C0359,United Kingdom,SKU-316,Phone Case,4,40.55
INV-0359-004,2025-02-06,C0359,India,SKU-866,Notebook Pack,5,42.72
INV-0359-005,2025-07-13,C0359,India,SKU-832,LED Bulb,4,41.28
INV-0359-006,2025-07-24,C0359,India,SKU-287,Yoga Mat,4,17.88
INV-0360-001,2025-02-26,C0360,United Kingdom,SKU-365,Backpack,3,69.93
INV-0360-002,2025-08-03,C0360,India,SKU-844,Water Bottle,5,25.19
INV-0360-003,2025-10-17,C0360,United Kingdom,SKU-332,Water Bottle,1,126.47
INV-0360-004,2025-10-19,C0360,United Kingdom,SKU-598,LED Bulb,4,14.04
INV-0360-005,2025-08-10,C0360,India,SKU-965,LED Bulb,1,100.5
INV-0360-006,2025-04-14,C0360,Germany,SKU-387,LED Bulb,4,34.84
INV-0360-007,2025-10-22,C0360,India,SKU-743,Cotton T-Shirt,1,168.74
INV-0361-001,2025-02-11,C0361,India,SKU-683,Water Bottle,3,29.6
INV-0361-002,2025-04-30,C0361,India,SKU-521,Backpack,2,38.94
INV-0362-001,2025-01-31,C0362,India,SKU-314,Cotton T-Shirt,1,128.55
INV-0362-002,2025-01-27,C0362,United Kingdom,SKU-879,Cotton T-Shirt,1,103.84
INV-0362-003,2025-02-25,C0362,India,SKU-131,Coffee Beans 500g,2,80.26
INV-0362-004,2025-09-14,C0362,India,SKU-316,Notebook Pack,3,61.0
INV-0362-005,2025-08-08,C0362,India,SKU-856,Yoga Mat,5,41.33
INV-0362-006,2025-11-11,C0362,India,SKU-516,Wireless Mouse,4,17.88
INV-0362-007,2025-06-01,C0362,India,SKU-580,Phone Case,1,80.04
INV-0363-001,2025-06-19,C0363,India,SKU-786,Notebook Pack,2,36.19
INV-0364-001,2025-09-03,C0364,India,SKU-474,LED Bulb,1,42.77
INV-0364-002,2025-07-06,C0364,USA,SKU-822,Cotton T-Shirt,4,10.39
INV-0364-003,2025-02-22,C0364,India,SKU-744,Water Bottle,1,41.67
INV-0364-004,2025-10-16,C0364,India,SKU-708,Backpack,3,7.75
INV-0364-005,2025-02-04,C0364,United Kingdom,SKU-776,Phone Case,1,29.21
INV-0365-001,2025-04-11,C0365,India,SKU-567,Notebook Pack,5,16.38
INV-0365-002,2025-08-17,C0365,India,SKU-909,Coffee Beans 500g,4,26.11
INV-0365-003,2025-04-28,C0365,India,SKU-916,Wireless Mouse,4,36.21
INV-0365-004,2025-05-22,C0365,United Kingdom,SKU-248,Coffee Beans 500g,5,16.92
INV-0365-005,2025-11-17,C0365,United Kingdom,SKU-286,Phone Case,5,13.17
INV-0365-006,2025-08-24,C0365,USA,SKU-269,Phone Case,2,28.76
INV-0365-007,2025-04-20,C0365,India,SKU-240,Notebook Pack,3,16.25
INV-0365-008,2025-05-26,C0365,India,SKU-153,Yoga Mat,1,102.31
INV-0365-009,2025-02-10,C0365,India,SKU-163,Yoga Mat,4,22.08
INV-0365-010,2025-05-20,C0365,United Kingdom,SKU-706,Cotton T-Shirt,5,22.93
INV-0366-001,2024-11-21,C0366,United Kingdom,SKU-647,Backpack,3,21.37
INV-0366-002,2024-11-12,C0366,India,SKU-451,Phone Case,3,16.83
INV-0366-003,2024-11-11,C0366,Germany,SKU-325,Backpack,3,32.19
INV-0366-004,2025-01-21,C0366,India,SKU-996,Coffee Beans 500g,4,13.39
INV-0366-005,2025-05-29,C0366,United Kingdom,SKU-272,Water Bottle,4,32.23
INV-0366-006,2025-09-09,C0366,India,SKU-358,LED Bulb,2,55.67
INV-0367-001,2025-05-21,C0367,India,SKU-345,LED Bulb,2,282.94
INV-0367-002,2025-12-11,C0367,United Kingdom,SKU-524,Cotton T-Shirt,3,56.88
INV-0367-003,2025-12-10,C0367,India,SKU-440,Cotton T-Shirt,3,91.3
INV-0367-004,2025-10-04,C0367,India,SKU-842,Coffee Beans 500g,4,62.75
INV-0367-005,2025-09-03,C0367,India,SKU-699,Yoga Mat,1,158.78
INV-0367-006,2025-04-23,C0367,USA,SKU-123,Backpack,1,238.82
INV-0367-007,2025-02-23,C0367,India,SKU-156,Cotton T-Shirt,5,90.84
INV-0367-008,2025-08-07,C0367,India,SKU-662,Cotton T-Shirt,2,161.99
INV-0367-009,2025-09-04,C0367,India,SKU-250,Wireless Mouse,1,608.5
INV-0367-010,2025-03-19,C0367,India,SKU-518,Phone Case,1,421.1
INV-0367-011,2025-11-03,C0367,India,SKU-809,Notebook Pack,3,194.81
INV-0367-012,2025-10-27,C0367,United Kingdom,SKU-417,Phone Case,4,101.83
INV-0367-013,2025-11-07,C0367,Germany,SKU-793,Cotton T-Shirt,5,42.91
INV-0367-014,2025-05-14,C0367,United Kingdom,SKU-840,Desk Organizer,1,266.73
INV-0367-015,2025-11-12,C0367,Germany,SKU-358,Phone Case,1,570.07
INV-0367-016,2025-07-30,C0367,United Kingdom,SKU-560,Cotton T-Shirt,1,399.42
INV-0367-017,2025-06-29,C0367,USA,SKU-849,Coffee Beans 500g,1,387.65
INV-0367-018,2025-06-26,C0367,United Kingdom,SKU-983,Desk Organizer,2,292.36
INV-0368-001,2025-08-16,C0368,United Kingdom,SKU-767,Coffee Beans 500g,1,66.98
INV-0368-002,2025-05-05,C0368,USA,SKU-589,Phone Case,1,187.62
INV-0368-003,2025-06-01,C0368,United Kingdom,SKU-665,Wireless Mouse,2,41.35
INV-0368-004,2025-07-17,C0368,India,SKU-645,Yoga Mat,4,56.8
INV-0368-005,2025-07-26,C0368,India,SKU-242,LED Bulb,1,118.84
INV-0368-006,2025-04-12,C0368,United Kingdom,SKU-900,Cotton T-Shirt,2,86.42
INV-0368-007,2025-08-08,C0368,Germany,SKU-372,Yoga Mat,5,35.9
INV-0368-008,2025-03-04,C0368,India,SKU-720,Notebook Pack,4,15.51
INV-0368-009,2025-01-01,C0368,India,SKU-345,Notebook Pack,4,43.67
INV-0368-010,2025-05-23,C0368,United Kingdom,SKU-188,Coffee Beans 500g,1,113.87
INV-0368-011,2025-09-02,C0368,Germany,SKU-674,Coffee Beans 500g,1,61.48
INV-0369-001,2025-09-26,C0369,India,SKU-412,Water Bottle,3,8.09
INV-0369-002,2025-02-24,C0369,India,SKU-818,Coffee Beans 500g,5,7.26
INV-0369-003,2025-03-11,C0369,USA,SKU-966,Phone Case,2,21.31
INV-0370-001,2024-12-20,C0370,Germany,SKU-616,Phone Case,2,20.49
INV-0370-002,2024-10-21,C0370,USA,SKU-244,Desk Organizer,1,139.72
INV-0370-003,2024-08-18,C0370,USA,SKU-199,Yoga Mat,5,10.98
INV-0370-004,2024-11-22,C0370,India,SKU-151,LED Bulb,3,25.9
INV-0370-005,2024-09-25,C0370,USA,SKU-146,Yoga Mat,2,24.67
INV-0370-006,2025-03-13,C0370,India,SKU-140,Desk Organizer,2,18.16
INV-0370-007,2024-10-04,C0370,USA,SKU-134,Coffee Beans 500g,4,19.62
INV-0370-008,2025-01-22,C0370,United Kingdom,SKU-443,Desk Organizer,5,20.88
INV-0371-001,2025-06-30,C0371,USA,SKU-213,Desk Organizer,2,10.37
INV-0371-002,2025-07-18,C0371,India,SKU-965,Yoga Mat,1,43.37
INV-0372-001,2025-10-06,C0372,India,SKU-188,Wireless Mouse,2,21.37
INV-0372-002,2025-01-23,C0372,United Kingdom,SKU-170,Phone Case,3,13.46
INV-0373-001,2025-03-02,C0373,Germany,SKU-201,Wireless Mouse,4,4.99
INV-0373-002,2025-02-21,C0373,United Kingdom,SKU-103,Notebook Pack,2,7.02
INV-0373-003,2025-10-05,C0373,Germany,SKU-718,Cotton T-Shirt,1,35.96
INV-0373-004,2024-12-30,C0373,United Kingdom,SKU-271,Notebook Pack,2,10.89
INV-0374-001,2025-02-22,C0374,United Kingdom,SKU-386,LED Bulb,1,12.31
INV-0374-002,2025-07-16,C0374,India,SKU-805,LED Bulb,4,1.86
INV-0374-003,2024-12-20,C0374,India,SKU-670,Wireless Mouse,4,4.3
INV-0375-001,2024-12-23,C0375,India,SKU-763,Phone Case,3,42.0
INV-0375-002,2024-12-09,C0375,United Kingdom,SKU-683,Wireless Mouse,4,32.14
INV-0375-003,2024-11-01,C0375,USA,SKU-710,Wireless Mouse,4,15.15
INV-0375-004,2025-05-06,C0375,United Kingdom,SKU-967,Coffee Beans 500g,4,33.47
INV-0375-005,2025-03-02,C0375,India,SKU-109,Wireless Mouse,3,60.92
INV-0375-006,2025-07-16,C0375,India,SKU-787,Notebook Pack,4,40.24
INV-0376-001,2025-06-18,C0376,Germany,SKU-557,Desk Organizer,1,212.3
INV-0376-002,2025-04-19,C0376,United Kingdom,SKU-891,Cotton T-Shirt,3,69.31
INV-0376-003,2024-12-02,C0376,Germany,SKU-272,Notebook Pack,2,79.11
INV-0376-004,2025-03-20,C0376,India,SKU-902,Wireless Mouse,1,174.8
INV-0377-001,2025-08-28,C0377,India,SKU-646,LED Bulb,1,22.26
INV-0378-001,2025-04-05,C0378,United Kingdom,SKU-196,Notebook Pack,1,17.45
INV-0378-002,2025-09-10,C0378,United Kingdom,SKU-322,Wireless Mouse,1,26.01
INV-0378-003,2024-12-09,C0378,United Kingdom,SKU-107,Cotton T-Shirt,1,32.66
INV-0378-004,2025-01-21,C0378,India,SKU-173,Yoga Mat,4,8.58
INV-0379-001,2025-05-12,C0379,United Kingdom,SKU-986,Coffee Beans 500g,2,143.29
INV-0379-002,2025-04-12,C0379,India,SKU-731,Coffee Beans 500g,5,41.22
INV-0379-003,2025-11-18,C0379,India,SKU-704,Phone Case,1,329.18
INV-0379-004,2025-10-17,C0379,United Kingdom,SKU-419,Notebook Pack,4,31.46
INV-0379-005,2025-06-23,C0379,Germany,SKU-858,Notebook Pack,5,41.27
INV-0379-006,2025-03-16,C0379,India,SKU-560,Cotton T-Shirt,1,251.5
INV-0379-007,2025-07-20,C0379,India,SKU-983,LED Bulb,3,59.09
INV-0379-008,2025-04-16,C0379,India,SKU-676,Yoga Mat,5,35.46
INV-0379-009,2025-06-02,C0379,India,SKU-253,Cotton T-Shirt,3,66.11
INV-0379-010,2025-07-24,C0379,India,SKU-177,Coffee Beans 500g,1,270.75
INV-0379-011,2025-07-11,C0379,Germany,SKU-580,Notebook Pack,5,47.66
INV-0379-012,2025-08-19,C0379,Germany,SKU-609,Coffee Beans 500g,4,45.94
INV-0379-013,2025-09-08,C0379,India,SKU-861,Water Bottle,1,277.07
INV-0379-014,2025-11-18,C0379,India,SKU-320,Notebook Pack,1,112.7
INV-0379-015,2025-03-07,C0379,Germany,SKU-948,Backpack,5,71.72
INV-0379-016,2025-10-04,C0379,India,SKU-493,Yoga Mat,2,126.47
INV-0379-017,2025-04-18,C0379,India,SKU-876,Phone Case,5,28.46
INV-0379-018,2025-11-01,C0379,USA,SKU-149,Yoga Mat,5,69.64
INV-0379-019,2025-02-01,C0379,India,SKU-539,Backpack,5,75.99
INV-0379-020,2025-03-08,C0379,United Kingdom,SKU-124,Phone Case,3,57.32
INV-0379-021,2025-10-17,C0379,United Kingdom,SKU-712,LED Bulb,3,67.17
INV-0379-022,2025-07-08,C0379,India,SKU-609,Water Bottle,1,315.2
INV-0379-023,2025-09-04,C0379,United Kingdom,SKU-203,Phone Case,4,94.75
INV-0380-001,2025-03-14,C0380,Germany,SKU-877,Phone Case,3,57.95
INV-0380-002,2025-10-24,C0380,India,SKU-625,Phone Case,1,181.45
INV-0380-003,2025-06-22,C0380,United Kingdom,SKU-310,Water Bottle,2,51.95
INV-0380-004,2025-03-09,C0380,USA,SKU-613,LED Bulb,4,28.77
INV-0380-005,2025-01-18,C0380,India,SKU-434,Yoga Mat,3,33.29
INV-0380-006,2025-02-28,C0380,Germany,SKU-437,Backpack,4,42.7
INV-0380-007,2025-08-11,C0380,Germany,SKU-923,Phone Case,5,32.56
INV-0380-008,2025-06-28,C0380,India,SKU-378,Desk Organizer,1,170.69
INV-0381-001,2025-08-08,C0381,USA,SKU-828,Yoga Mat,2,13.83
INV-0381-002,2025-06-19,C0381,United Kingdom,SKU-816,LED Bulb,4,2.47
INV-0381-003,2025-04-21,C0381,India,SKU-319,Wireless Mouse,3,13.04
INV-0381-004,2025-02-07,C0381,United Kingdom,SKU-987,Backpack,1,22.3
INV-0381-005,2025-05-29,C0381,USA,SKU-412,Yoga Mat,3,8.88
INV-0381-006,2025-08-16,C0381,Germany,SKU-868,LED Bulb,5,5.71
INV-0382-001,2025-11-19,C0382,India,SKU-175,Coffee Beans 500g,5,18.31
INV-0382-002,2025-08-24,C0382,Germany,SKU-900,Backpack,2,44.54
INV-0382-003,2025-10-12,C0382,Germany,SKU-370,Cotton T-Shirt,4,16.55
INV-0382-004,2025-11-02,C0382,India,SKU-962,Cotton T-Shirt,1,54.81
INV-0382-005,2025-10-09,C0382,USA,SKU-180,Backpack,1,89.62
INV-0382-006,2025-01-28,C0382,United Kingdom,SKU-315,Desk Organizer,5,32.4
INV-0382-007,2025-12-06,C0382,United Kingdom,SKU-662,Wireless Mouse,5,18.75
INV-0382-008,2025-06-05,C0382,USA,SKU-167,Backpack,1,133.34
INV-0382-009,2025-04-27,C0382,USA,SKU-436,Desk Organizer,1,89.67
INV-0382-010,2025-10-04,C0382,USA,SKU-791,Yoga Mat,1,114.68
INV-0382-011,2025-04-18,C0382,India,SKU-816,Notebook Pack,5,10.3
INV-0382-012,2025-07-15,C0382,India,SKU-747,Notebook Pack,2,55.88
INV-0382-013,2025-02-22,C0382,Germany,SKU-596,Desk Organizer,3,31.24
INV-0383-001,2025-07-14,C0383,India,SKU-886,Cotton T-Shirt,4,26.0
INV-0383-002,2024-12-29,C0383,India,SKU-666,Yoga Mat,5,19.32
INV-0383-003,2024-10-18,C0383,India,SKU-898,Yoga Mat,5,30.29
INV-0383-004,2025-04-05,C0383,India,SKU-704,Coffee Beans 500g,2,57.03
INV-0383-005,2025-02-17,C0383,United Kingdom,SKU-819,Phone Case,3,18.84
INV-0383-006,2025-03-25,C0383,United Kingdom,SKU-761,LED Bulb,3,36.72
INV-0383-007,2024-10-13,C0383,United Kingdom,SKU-424,Desk Organizer,4,19.64
INV-0383-008,2025-04-10,C0383,United Kingdom,SKU-639,Desk Organizer,1,54.02
INV-0383-009,2025-04-22,C0383,India,SKU-344,Phone Case,4,38.14
INV-0384-001,2024-12-18,C0384,India,SKU-553,Desk Organizer,2,109.78
INV-0384-002,2025-03-08,C0384,Germany,SKU-974,Desk Organizer,5,39.81
INV-0384-003,2024-06-27,C0384,United Kingdom,SKU-746,Phone Case,4,45.61
INV-0384-004,2024-11-24,C0384,United Kingdom,SKU-119,Desk Organizer,4,21.24
INV-0384-005,2024-06-17,C0384,India,SKU-841,Desk Organizer,4,18.21
INV-0384-006,2025-01-11,C0384,India,SKU-261,Phone Case,3,31.25
INV-0385-001,2024-12-25,C0385,India,SKU-851,Wireless Mouse,2,133.1
INV-0385-002,2025-04-12,C0385,India,SKU-306,Desk Organizer,4,74.65
INV-0385-003,2025-01-09,C0385,United Kingdom,SKU-834,Water Bottle,4,63.58
INV-0385-004,2025-03-24,C0385,Germany,SKU-840,Notebook Pack,1,272.77
INV-0385-005,2025-03-03,C0385,India,SKU-268,Phone Case,4,60.1
INV-0385-006,2025-01-11,C0385,India,SKU-868,Backpack,5,41.33
INV-0385-007,2025-03-16,C0385,India,SKU-633,Backpack,2,47.65
INV-0385-008,2025-06-29,C0385,USA,SKU-409,Wireless Mouse,2,151.55
INV-0385-009,2025-02-14,C0385,United Kingdom,SKU-276,Phone Case,4,55.63
INV-0386-001,2025-12-08,C0386,India,SKU-931,Notebook Pack,2,43.22
INV-0386-002,2025-06-09,C0386,USA,SKU-685,Notebook Pack,3,28.22
INV-0386-003,2025-12-06,C0386,United Kingdom,SKU-793,Backpack,4,14.83
INV-0386-004,2025-06-09,C0386,India,SKU-282,Desk Organizer,2,36.22
INV-0386-005,2025-08-01,C0386,USA,SKU-725,Phone Case,3,33.38
INV-0386-006,2025-11-09,C0386,India,SKU-485,Backpack,1,51.29
INV-0386-007,2025-11-12,C0386,Germany,SKU-961,Water Bottle,4,13.14
INV-0386-008,2025-11-30,C0386,India,SKU-529,Backpack,3,29.65
INV-0387-001,2025-06-21,C0387,India,SKU-927,Desk Organizer,4,24.33
INV-0387-002,2025-11-04,C0387,Germany,SKU-280,Phone Case,3,39.13
INV-0387-003,2025-07-21,C0387,Germany,SKU-348,Coffee Beans 500g,1,120.44
INV-0387-004,2025-02-12,C0387,India,SKU-334,Phone Case,2,44.27
INV-0387-005,2025-03-03,C0387,India,SKU-458,Phone Case,2,38.18
INV-0387-006,2025-05-20,C0387,United Kingdom,SKU-813,Water Bottle,3,48.42
INV-0387-007,2025-04-01,C0387,India,SKU-696,LED Bulb,2,69.68
INV-0387-008,2025-09-22,C0387,United Kingdom,SKU-405,Coffee Beans 500g,5,35.39
INV-0387-009,2025-05-25,C0387,India,SKU-211,LED Bulb,1,114.48
INV-0387-010,2025-04-14,C0387,United Kingdom,SKU-611,LED Bulb,1,55.74
INV-0387-011,2025-05-11,C0387,India,SKU-767,Yoga Mat,2,79.17
INV-0387-012,2025-07-11,C0387,Germany,SKU-277,Wireless Mouse,5,31.73
INV-0388-001,2025-08-20,C0388,India,SKU-558,Notebook Pack,3,52.03
INV-0388-002,2025-02-06,C0388,United Kingdom,SKU-508,Desk Organizer,1,66.25
INV-0388-003,2025-04-22,C0388,USA,SKU-659,Notebook Pack,4,32.39
INV-0388-004,2025-03-07,C0388,India,SKU-802,Yoga Mat,2,83.95
INV-0388-005,2025-06-07,C0388,India,SKU-397,Wireless Mouse,3,76.96
INV-0388-006,2025-09-27,C0388,India,SKU-611,Notebook Pack,3,65.81
INV-0388-007,2025-05-11,C0388,United Kingdom,SKU-118,Phone Case,3,60.61
INV-0388-008,2025-07-07,C0388,India,SKU-458,Notebook Pack,2,103.09
INV-0388-009,2025-04-02,C0388,India,SKU-156,Cotton T-Shirt,4,33.7
INV-0388-010,2025-01-11,C0388,USA,SKU-593,Yoga Mat,3,79.45
INV-0389-001,2024-12-22,C0389,USA,SKU-240,Water Bottle,2,103.46
INV-0389-002,2024-09-18,C0389,India,SKU-564,Desk Organizer,5,64.4
INV-0389-003,2024-07-26,C0389,India,SKU-254,Phone Case,1,214.11
INV-0389-004,2024-11-07,C0389,India,SKU-190,Water Bottle,3,85.57
INV-0389-005,2024-09-23,C0389,Germany,SKU-961,Water Bottle,1,236.37
INV-0389-006,2024-08-02,C0389,India,SKU-791,Yoga Mat,3,39.6
INV-0389-007,2024-06-17,C0389,India,SKU-959,Cotton T-Shirt,1,98.0
INV-0389-008,2025-01-20,C0389,USA,SKU-555,Notebook Pack,5,43.65
INV-0389-009,2025-02-15,C0389,United Kingdom,SKU-482,Cotton T-Shirt,5,65.36
INV-0390-001,2025-11-06,C0390,Germany,SKU-974,Backpack,2,128.38
INV-0390-002,2025-07-28,C0390,USA,SKU-875,Yoga Mat,2,152.06
INV-0390-003,2025-07-10,C0390,USA,SKU-498,LED Bulb,4,105.33
INV-0390-004,2025-12-03,C0390,USA,SKU-248,Cotton T-Shirt,3,139.24
INV-0390-005,2025-03-02,C0390,Germany,SKU-887,Phone Case,3,111.84
INV-0390-006,2025-09-13,C0390,Germany,SKU-567,Desk Organizer,2,95.16
INV-0390-007,2025-07-20,C0390,India,SKU-856,Wireless Mouse,2,136.88
INV-0390-008,2025-09-25,C0390,United Kingdom,SKU-548,Wireless Mouse,2,188.73
INV-0390-009,2025-07-29,C0390,India,SKU-624,Cotton T-Shirt,4,99.0
INV-0390-010,2025-08-02,C0390,India,SKU-766,Desk Organizer,4,81.67
INV-0390-011,2025-09-12,C0390,India,SKU-662,Coffee Beans 500g,5,30.93
INV-0390-012,2025-11-12,C0390,United Kingdom,SKU-718,Water Bottle,2,200.64
INV-0391-001,2025-06-05,C0391,Germany,SKU-619,LED Bulb,5,19.62
INV-0391-002,2025-02-12,C0391,Germany,SKU-469,Cotton T-Shirt,1,92.39
INV-0391-003,2025-04-21,C0391,United Kingdom,SKU-399,Cotton T-Shirt,2,50.44
INV-0391-004,2025-02-08,C0391,India,SKU-844,Backpack,1,49.49
INV-0391-005,2025-02-23,C0391,India,SKU-241,Water Bottle,3,25.52
INV-0391-006,2025-04-12,C0391,India,SKU-460,Backpack,5,21.51
INV-0391-007,2025-07-12,C0391,India,SKU-856,Cotton T-Shirt,3,23.31
INV-0391-008,2025-06-06,C0391,India,SKU-759,Desk Organizer,3,24.82
INV-0391-009,2025-05-01,C0391,USA,SKU-888,Water Bottle,4,24.45
INV-0392-001,2025-07-18,C0392,India,SKU-812,Backpack,4,23.82
INV-0392-002,2025-05-08,C0392,United Kingdom,SKU-381,Phone Case,4,10.3
INV-0392-003,2025-06-25,C0392,USA,SKU-906,Notebook Pack,3,12.92
